REPORT_DATE,RESPONDERS SHIFT,METHOD,OFFENSE,BLOCK,WARD,ANC,CENSUS_TRACT,NEIGHBORHOOD_CLUSTER,LATITUDE,LONGITUDE
2025-11-15 19:54:37+00:00,DAY,OTHERS,THEFT/OTHER,2686 - 2721 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,8,8C,10400,Cluster 43,38.85406161,-76.99598155
2025-11-16 15:13:31+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,5200 - 5399 BLOCK OF ROCK CREEK CHURCH ROAD NE,5,5A,9508,Cluster 19,38.95428241,-77.0073494
2025-11-16 22:42:35+00:00,EVENING,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF 8TH STREET NW,1,1B,3500,Cluster 3,38.91723646,-77.02294573
2025-11-17 22:47:07+00:00,EVENING,OTHERS,THEFT/OTHER,800 - 899 BLOCK OF 17TH STREET NW,2,2C,10700,Cluster 6,38.9007739,-77.03944725
2025-11-18 00:02:02+00:00,EVENING,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF 16TH STREET NW,2,2B,5303,Cluster 6,38.9091691,-77.03652543
2025-11-19 17:22:34+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,1800 - 1899 BLOCK OF 24TH STREET NE,5,5C,11100,Cluster 23,38.91481837,-76.97216124
2025-11-20 01:54:47+00:00,EVENING,OTHERS,THEFT/OTHER,2800 - 2999 BLOCK OF ALABAMA AVENUE SE,7,7B,7603,Cluster 35,38.86032455,-76.96580311
2025-11-20 19:13:14+00:00,DAY,GUN,ROBBERY,6500 - 6599 BLOCK OF GEORGIA AVENUE NW,4,4A,1804,Cluster 17,38.96945187,-77.02730886
2025-11-23 16:43:38+00:00,DAY,OTHERS,THEFT F/AUTO,1400 - 1499 BLOCK OF T STREET NW,2,2F,4300,Cluster 3,38.91557159,-77.03324811
2025-11-24 23:03:27+00:00,EVENING,OTHERS,THEFT/OTHER,1200 - 1499 BLOCK OF NORTH CAPITOL STREET,6,6E,4704,Cluster 8,38.90764277,-77.00905302
2025-11-24 19:15:04+00:00,DAY,OTHERS,THEFT/OTHER,300 - 399 BLOCK OF BRYANT STREET NE,5,5F,9203,Cluster 21,38.92129705,-77.00129962
2025-11-24 23:40:35+00:00,EVENING,OTHERS,THEFT F/AUTO,900 - 999 BLOCK OF WESTMINSTER STREET NW,1,1B,4402,Cluster 3,38.91483037,-77.02497676
2025-11-25 02:55:30+00:00,EVENING,OTHERS,ROBBERY,1300 - 1399 BLOCK OF S STREET NW,1,1B,4402,Cluster 3,38.9140912,-77.03078567
2025-11-26 06:53:20+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,3500 - 3599 BLOCK OF CONNECTICUT AVENUE NW,3,3C,1304,Cluster 15,38.93619504,-77.05887669
2025-11-27 16:40:55+00:00,DAY,OTHERS,THEFT/OTHER,3639 - 3649 BLOCK OF GEORGIA AVENUE NW,1,1E,3100,Cluster 2,38.93549724,-77.02417051
2025-11-28 07:52:39+00:00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,500 - 599 BLOCK OF K STREET NW,6,6E,4702,Cluster 8,38.90252026,-77.01941739
2025-11-17 18:03:27+00:00,DAY,OTHERS,THEFT/OTHER,300 - 399 BLOCK OF MORSE STREET NE,5,5D,8803,Cluster 23,38.90810111,-77.00054119
2025-11-17 20:33:27+00:00,EVENING,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF ADAMS STREET NW,5,5E,3301,Cluster 21,38.9202308,-77.0105958
2025-11-19 12:32:39+00:00,DAY,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF RHODE ISLAND AVENUE NE,5,5F,9204,Cluster 21,38.91994103,-77.00004728
2025-11-20 12:33:32+00:00,DAY,OTHERS,THEFT F/AUTO,6922 - 6999 BLOCK OF 32ND STREET NW,4,3/4G,1500,Cluster 10,38.98271443,-77.05608144
2025-11-26 12:02:48+00:00,DAY,OTHERS,THEFT/OTHER,900 - 999 BLOCK OF JACKSON STREET NE,5,5B,9301,Cluster 22,38.92946649,-76.99309187
2025-11-03 18:27:26+00:00,DAY,OTHERS,THEFT/OTHER,1600 - 1623 BLOCK OF 7TH STREET NW,2,2G,4901,Cluster 7,38.91171806,-77.02191846
2025-11-04 03:47:54+00:00,EVENING,OTHERS,BURGLARY,300 - 399 BLOCK OF 12TH STREET NE,6,6A,8001,Cluster 25,38.8941791,-76.99024299
2025-11-07 08:01:33+00:00,MIDNIGHT,OTHERS,BURGLARY,1300 - 1399 BLOCK OF EMERALD STREET NE,6,6A,8001,Cluster 25,38.89672057,-76.98690792
2025-11-15 01:43:47+00:00,EVENING,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF 13TH STREET NW,2,2C,5802,Cluster 8,38.89782585,-77.02961894
2025-11-15 08:54:15+00:00,MIDNIGHT,OTHERS,BURGLARY,620 - 699 BLOCK OF T STREET NW,1,1B,4801,Cluster 3,38.91557048,-77.02139546
2025-11-19 05:00:00+00:00,MIDNIGHT,GUN,HOMICIDE,900 - 1299 BLOCK OF VALLEY AVENUE SE,8,8E,9700,Cluster 39,38.83730209,-76.99076821
2025-10-31 21:01:48+00:00,EVENING,OTHERS,THEFT/OTHER,2100 - 2199 BLOCK OF VERMONT AVENUE NW,1,1B,4401,Cluster 3,38.91819689,-77.02449224
2025-11-17 22:34:05+00:00,EVENING,OTHERS,THEFT/OTHER,1250 - 1299 BLOCK OF 4TH STREET NE,5,5D,8803,Cluster 23,38.90848036,-76.99956026
2025-11-20 13:02:02+00:00,DAY,OTHERS,THEFT/OTHER,700 - 799 BLOCK OF 7TH STREET NW,2,2C,5802,Cluster 8,38.89912971,-77.02191656
2025-11-21 14:31:16+00:00,DAY,OTHERS,THEFT F/AUTO,3100 - 3199 BLOCK OF GEORGIA AVENUE NW,1,1E,3200,Cluster 2,38.92952942,-77.02329798
2025-11-04 01:57:56+00:00,EVENING,OTHERS,THEFT F/AUTO,100 - 199 BLOCK OF R STREET NW,5,5E,3302,Cluster 21,38.91260296,-77.01273295
2025-11-06 15:03:50+00:00,DAY,OTHERS,THEFT/OTHER,800 - 899 BLOCK OF MAINE AVENUE SW,6,6D,10202,Cluster 9,38.88002495,-77.02449724
2025-11-08 14:59:59+00:00,DAY,OTHERS,THEFT/OTHER,1900 - 2199 BLOCK OF SAVANNAH TERRACE SE,8,8E,7403,Cluster 38,38.84813665,-76.976139
2025-11-16 16:50:03+00:00,DAY,OTHERS,THEFT F/AUTO,1200 - 1299 BLOCK OF HAMILTON STREET NW,4,4E,2002,Cluster 18,38.95290438,-77.02863456
2025-11-18 17:12:34+00:00,DAY,OTHERS,THEFT/OTHER,1700 - 1799 BLOCK OF 7TH STREET NW,2,2G,4801,Cluster 7,38.91334839,-77.02191505
2025-11-18 01:32:37+00:00,EVENING,OTHERS,THEFT/OTHER,1600 - 1699 BLOCK OF P STREET NW,2,2B,5303,Cluster 6,38.9096429,-77.03750663
2025-11-22 13:54:20+00:00,DAY,OTHERS,BURGLARY,1700 - 1799 BLOCK OF TOBIAS DRIVE SE,8,8C,7404,Cluster 38,38.8499312,-76.98038414
2025-11-16 21:55:09+00:00,EVENING,OTHERS,THEFT/OTHER,1500 - 1524 BLOCK OF OGDEN STREET NW,1,1D,2801,Cluster 2,38.93555228,-77.03488706
2025-11-18 16:24:12+00:00,DAY,OTHERS,THEFT F/AUTO,2300 - 2399 BLOCK OF SHANNON PLACE SE,8,8A,7401,Cluster 28,38.863847,-76.9923403
2025-11-26 02:17:04+00:00,EVENING,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF 13TH STREET NW,2,2C,5802,Cluster 8,38.89782585,-77.02961894
2025-11-23 02:59:34+00:00,EVENING,OTHERS,THEFT/OTHER,3846 - 3999 BLOCK OF SOUTH CAPITOL STREET,8,8D,9807,Cluster 39,38.8324785,-77.00825755
2025-11-27 07:04:46+00:00,MIDNIGHT,OTHERS,THEFT F/AUTO,500 - 509 BLOCK OF 57TH STREET NE,7,7C,7807,Cluster 31,38.89610094,-76.9191512
2025-11-23 03:08:10+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1000 - 1199 BLOCK OF 30TH STREET NW,2,2E,102,Cluster 4,38.90391546,-77.059134
2025-11-05 06:17:49+00:00,MIDNIGHT,OTHERS,ROBBERY,1300 - 1399 BLOCK OF VERMONT AVENUE NW,2,2F,5003,Cluster 7,38.90790323,-77.03063138
2025-11-11 03:16:36+00:00,EVENING,OTHERS,THEFT F/AUTO,1200 - 1299 BLOCK OF K STREET NW,2,2C,10100,Cluster 8,38.90252399,-77.02885367
2025-11-04 06:25:13+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF VERMONT AVENUE NW,2,2C,10100,Cluster 8,38.90452619,-77.03261406
2025-11-07 16:39:43+00:00,DAY,OTHERS,THEFT F/AUTO,2800 - 2899 BLOCK OF N STREET NW,2,2E,102,Cluster 4,38.90685556,-77.05759901
2025-11-09 21:44:10+00:00,EVENING,OTHERS,THEFT/OTHER,16 - 59 BLOCK OF FLORIDA AVENUE NW,5,5E,4600,Cluster 21,38.91146623,-77.01063658
2025-11-13 17:20:26+00:00,DAY,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF F STREET NW,2,2C,5802,Cluster 8,38.89734789,-77.02650856
2025-11-23 09:56:28+00:00,MIDNIGHT,OTHERS,ROBBERY,1900 - 2099 BLOCK OF MISSISSIPPI AVENUE SE,8,8E,7409,Cluster 38,38.84391474,-76.97506395
2025-11-24 13:28:00+00:00,DAY,OTHERS,THEFT F/AUTO,2400 - 2499 BLOCK OF 10TH STREET NE,5,5C,9102,Cluster 22,38.92201117,-76.99242583
2025-11-06 16:57:51+00:00,DAY,OTHERS,THEFT/OTHER,1630 - 1699 BLOCK OF EUCLID STREET NW,1,1C,3802,Cluster 1,38.92318169,-77.03838072
2025-11-21 00:15:14+00:00,EVENING,OTHERS,THEFT F/AUTO,3100 - 3199 BLOCK OF CENTRAL AVENUE NE,5,5C,11100,Cluster 24,38.9305002,-76.96682762
2025-11-22 00:05:05+00:00,EVENING,OTHERS,BURGLARY,5100 - 5299 BLOCK OF ASTOR PLACE SE,7,7E,9905,Cluster 33,38.88688475,-76.9268286
2025-11-25 02:41:14+00:00,EVENING,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF 13TH STREET NW,2,2C,5802,Cluster 8,38.89782585,-77.02961894
2025-11-10 22:13:00+00:00,EVENING,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF U STREET NW,1,1B,4402,Cluster 3,38.91700008,-77.03078611
2025-11-11 20:48:39+00:00,EVENING,KNIFE,ROBBERY,2710 - 2731 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,8,8C,10400,Cluster 43,38.84778498,-76.99601416
2025-11-15 10:33:02+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,200 - 399 BLOCK OF V STREET NW,1,1B,3400,Cluster 3,38.91851686,-77.01620305
2025-11-25 19:45:31+00:00,DAY,OTHERS,THEFT/OTHER,4000 - 4121 BLOCK OF MINNESOTA AVENUE NE,7,7F,7803,Cluster 30,38.89665588,-76.94764751
2025-11-26 00:06:03+00:00,EVENING,OTHERS,BURGLARY,1100 - 1199 BLOCK OF 49TH STREET NE,7,7C,7806,Cluster 31,38.9053679,-76.93166809
2025-11-13 17:44:36+00:00,DAY,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF RITTENHOUSE STREET NW,4,4A,1804,Cluster 17,38.96543367,-77.03156236
2025-11-21 02:01:07+00:00,EVENING,KNIFE,THEFT/OTHER,310 - 399 BLOCK OF RIGGS ROAD NE,4,4B,9505,Cluster 19,38.95829401,-77.00149701
2025-11-22 17:18:51+00:00,DAY,OTHERS,THEFT/OTHER,1600 - 1623 BLOCK OF 7TH STREET NW,2,2G,4901,Cluster 7,38.91171806,-77.02191846
2025-11-25 21:50:54+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,4600 - 4698 BLOCK OF EAST CAPITOL STREET,7,7E,9906,Cluster 33,38.88976983,-76.93548365
2025-10-31 15:45:20+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,7514 - 7699 BLOCK OF ALASKA AVENUE NW,4,4A,1600,Cluster 16,38.98200323,-77.02878036
2025-11-01 08:26:33+00:00,MIDNIGHT,OTHERS,THEFT F/AUTO,2600 - 2699 BLOCK OF 28TH STREET NE,5,5C,11100,Cluster 22,38.92397357,-76.96806251
2025-11-11 13:23:52+00:00,DAY,OTHERS,THEFT/OTHER,3900 - 3999 BLOCK OF MARTIN LUTHER KING JR AVENUE SW,8,8D,9807,Cluster 39,38.83256096,-77.00899726
2025-11-20 05:04:11+00:00,MIDNIGHT,OTHERS,THEFT F/AUTO,3260 - 3299 BLOCK OF WATER STREET NW,2,2E,202,Cluster 4,38.9032968,-77.0654864
2025-11-23 13:58:00+00:00,DAY,OTHERS,THEFT F/AUTO,2200 - 2299 BLOCK OF 26TH STREET NE,5,5C,11100,Cluster 22,38.92240557,-76.97004738
2025-11-24 00:45:31+00:00,EVENING,OTHERS,THEFT/OTHER,3650 - 3699 BLOCK OF GEORGIA AVENUE NW,1,1E,3200,Cluster 2,38.93604493,-77.02425293
2025-11-25 02:57:21+00:00,EVENING,OTHERS,THEFT F/AUTO,1827 - 1999 BLOCK OF WEST VIRGINIA AVENUE NE,5,5D,8803,Cluster 23,38.91193164,-76.98412441
2025-11-04 00:12:56+00:00,EVENING,OTHERS,THEFT F/AUTO,1011 - 1099 BLOCK OF 24TH STREET NW,2,2A,5501,Cluster 5,38.9033587,-77.05141655
2025-11-10 14:44:00+00:00,DAY,OTHERS,SEX ABUSE,50 - 55 BLOCK OF M STREET SE,6,8F,7202,Cluster 27,38.87648205,-77.00707886
2025-11-08 01:49:19+00:00,EVENING,OTHERS,THEFT/OTHER,3652 - 3701 BLOCK OF MINNESOTA AVENUE NE,7,7F,9603,Cluster 32,38.89021474,-76.95276798
2025-11-08 23:26:59+00:00,EVENING,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF COLUMBIA ROAD NW,1,1A,2802,Cluster 2,38.92742558,-77.03407926
2025-11-10 04:05:41+00:00,MIDNIGHT,OTHERS,THEFT F/AUTO,2200 - 2299 BLOCK OF 25TH PLACE NE,5,5C,11100,Cluster 22,38.92103499,-76.97091928
2025-11-12 21:43:02+00:00,EVENING,OTHERS,THEFT F/AUTO,3400 - 3699 BLOCK OF 4TH STREET SE,8,8C,9803,Cluster 39,38.83942837,-77.00057362
2025-11-14 14:29:44+00:00,DAY,GUN,ROBBERY,3000 - 3133 BLOCK OF RHODE ISLAND AVENUE NE,5,5B,11100,Cluster 24,38.93453811,-76.96477988
2025-11-18 18:17:53+00:00,DAY,OTHERS,THEFT/OTHER,4000 - 4121 BLOCK OF MINNESOTA AVENUE NE,7,7F,7803,Cluster 30,38.89665588,-76.94764751
2025-11-20 01:29:31+00:00,EVENING,GUN,ROBBERY,6400 - 6489 BLOCK OF GEORGIA AVENUE NW,4,4B,1901,Cluster 17,38.96808232,-77.02742535
2025-11-21 13:47:30+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,300 - 399 BLOCK OF 16TH STREET SE,7,7D,6802,Cluster 26,38.88472807,-76.98221614
2025-11-25 00:24:35+00:00,EVENING,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF 13TH STREET NW,2,2C,5802,Cluster 8,38.89782585,-77.02961894
2025-11-25 17:17:43+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,4100 - 4199 BLOCK OF GEORGIA AVENUE NW,4,4C,2503,Cluster 18,38.94134166,-77.02537835
2025-11-03 12:31:44+00:00,DAY,OTHERS,THEFT/OTHER,900 - 999 BLOCK OF 1ST STREET SE,6,8F,7202,Cluster 27,38.87884442,-77.00588018
2025-11-19 20:13:12+00:00,EVENING,OTHERS,THEFT F/AUTO,3200 - 3299 BLOCK OF WALBRIDGE PLACE NW,1,1D,2702,Cluster 2,38.93233468,-77.04540869
2025-11-27 18:34:43+00:00,DAY,OTHERS,THEFT/OTHER,3900 - 4099 BLOCK OF MASSACHUSETTS AVENUE NW,3,3A,703,Cluster 14,38.93242261,-77.07838596
2025-11-16 10:25:12+00:00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,1300 - 1399 BLOCK OF H STREET NE,6,6A,8410,Cluster 25,38.9001987,-76.98690624
2025-11-17 02:27:13+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1236 - 1249 BLOCK OF 4TH STREET NE,5,5D,8803,Cluster 23,38.90750728,-77.00023566
2025-11-19 03:03:05+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,3400 - 3799 BLOCK OF 22ND STREET SE,8,8E,7409,Cluster 38,38.84565958,-76.97277144
2025-11-25 20:21:04+00:00,EVENING,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF 13TH STREET NW,2,2C,5802,Cluster 8,38.89782585,-77.02961894
2025-11-06 11:56:20+00:00,MIDNIGHT,OTHERS,THEFT F/AUTO,1700 - 1799 BLOCK OF N STREET NW,2,2B,10700,Cluster 6,38.9072415,-77.04009106
2025-11-02 18:54:06+00:00,DAY,OTHERS,THEFT/OTHER,1200 - 2699 BLOCK OF PECAN STREET SE,8,8C,10400,Cluster 43,38.85004611,-76.99410861
2025-11-04 23:23:15+00:00,EVENING,OTHERS,ROBBERY,2300 - 3955 BLOCK OF EAST CAPITOL STREET,7,7D,6804,Cluster 25,38.88978706,-76.9580556
2025-11-12 02:29:23+00:00,EVENING,OTHERS,THEFT/OTHER,4600 - 4699 BLOCK OF SHERIFF ROAD NE,7,7C,7806,Cluster 31,38.90278693,-76.93611114
2025-11-24 02:20:08+00:00,EVENING,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF RHODE ISLAND AVENUE NE,5,5F,9204,Cluster 21,38.91994103,-77.00004728
2025-11-26 22:03:03+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1400 - 1499 BLOCK OF W STREET NW,1,1B,4300,Cluster 3,38.9191859,-77.03328404
2025-11-17 21:35:46+00:00,EVENING,OTHERS,THEFT F/AUTO,700 - 799 BLOCK OF 6TH STREET NW,2,2C,5801,Cluster 8,38.89906025,-77.01990581
2025-11-09 20:12:46+00:00,EVENING,OTHERS,ASSAULT W/DANGEROUS WEAPON,1500 - 1599 BLOCK OF MARYLAND AVENUE NE,5,5D,8904,Cluster 23,38.90074304,-76.9819168
2025-11-10 02:00:34+00:00,EVENING,OTHERS,THEFT/OTHER,6500 - 6599 BLOCK OF GEORGIA AVENUE NW,4,4A,1804,Cluster 17,38.96945187,-77.02730886
2025-11-10 22:13:54+00:00,EVENING,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,1,1A,2802,Cluster 2,38.92951689,-77.03272986
2025-11-11 10:21:48+00:00,MIDNIGHT,OTHERS,BURGLARY,4824 - 4875 BLOCK OF MACARTHUR BOULEVARD NW,3,3D,804,Cluster 13,38.91719877,-77.09640403
2025-11-15 17:37:32+00:00,DAY,OTHERS,SEX ABUSE,2100 - 2199 BLOCK OF E STREET NW,2,2A,10800,Cluster 5,38.89601815,-77.04734676
2025-11-17 19:34:53+00:00,DAY,OTHERS,THEFT/OTHER,1 - 69 BLOCK OF I STREET SE,6,8F,7202,Cluster 27,38.87928638,-77.00826113
2025-11-17 18:04:10+00:00,DAY,OTHERS,THEFT/OTHER,500 - 599 BLOCK OF 25TH PLACE NE,7,7D,7903,Cluster 25,38.89704033,-76.97151698
2025-11-17 21:34:20+00:00,EVENING,OTHERS,THEFT/OTHER,4000 - 4199 BLOCK OF CONNECTICUT AVENUE NW,3,3F,1303,Cluster 12,38.94258503,-77.06259165
2025-11-26 22:32:58+00:00,EVENING,OTHERS,THEFT/OTHER,700 - 726 BLOCK OF 49TH STREET NE,7,7C,7804,Cluster 31,38.89907971,-76.93166959
2025-11-04 15:13:20+00:00,DAY,OTHERS,THEFT/OTHER,1850 - 1999 BLOCK OF U STREET SE,8,8A,7504,Cluster 28,38.86451011,-76.97841345
2025-11-04 18:04:13+00:00,DAY,OTHERS,THEFT/OTHER,2505 - 2599 BLOCK OF PENNSYLVANIA AVENUE NW,2,2A,5503,Cluster 5,38.90396034,-77.05426956
2025-11-17 21:33:17+00:00,EVENING,OTHERS,THEFT/OTHER,550 - 599 BLOCK OF MASSACHUSETTS AVENUE NW,6,6E,4702,Cluster 8,38.90139318,-77.01969953
2025-11-03 04:32:18+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,3600 - 3699 BLOCK OF O STREET NW,2,2E,201,Cluster 4,38.90768958,-77.07097637
2025-11-05 01:38:25+00:00,EVENING,OTHERS,THEFT/OTHER,839 - 857 BLOCK OF BARNABY STREET SE,8,8E,9700,Cluster 39,38.83064843,-76.99308312
2025-11-17 15:03:51+00:00,DAY,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF PENNSYLVANIA AVENUE NW,2,2C,5802,Cluster 8,38.89523496,-77.02886351
2025-11-18 16:01:55+00:00,DAY,OTHERS,THEFT F/AUTO,100 - 117 BLOCK OF 15TH STREET NE,7,7D,8002,Cluster 26,38.89119992,-76.98364605
2025-11-19 14:11:54+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,3701 - 3799 BLOCK OF MASSACHUSETTS AVENUE NW,3,3A,704,Cluster 14,38.92938907,-77.07423365
2025-11-19 17:08:45+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,800 - 900 BLOCK OF BRENTWOOD ROAD NE,5,5C,9102,Cluster 22,38.91643765,-76.99446519
2025-11-22 21:30:37+00:00,EVENING,GUN,ROBBERY,1920 - 2099 BLOCK OF BENNING ROAD NE,7,7D,7903,Cluster 25,38.89861422,-76.9748243
2025-11-19 01:29:31+00:00,EVENING,OTHERS,ROBBERY,1800 - 1899 BLOCK OF PROVIDENCE STREET NE,5,5D,8803,Cluster 23,38.91299813,-76.98478347
2025-11-20 15:00:50+00:00,DAY,OTHERS,THEFT F/AUTO,1400 - 1499 BLOCK OF BELMONT STREET NW,1,1B,3701,Cluster 2,38.92051037,-77.03336008
2025-11-24 20:08:52+00:00,EVENING,OTHERS,THEFT F/AUTO,1000 - 1099 BLOCK OF PENNSYLVANIA AVENUE SE,6,6B,6900,Cluster 26,38.88301437,-76.99208725
2025-11-01 20:38:19+00:00,EVENING,OTHERS,THEFT/OTHER,3652 - 3701 BLOCK OF MINNESOTA AVENUE NE,7,7F,9603,Cluster 32,38.89021474,-76.95276798
2025-11-23 12:19:16+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,1600 - 1699 BLOCK OF 40TH STREET SE,7,7B,9902,Cluster 34,38.86651676,-76.94679481
2025-11-24 22:17:02+00:00,EVENING,OTHERS,THEFT/OTHER,1700 - 1713 BLOCK OF 19TH STREET SE,8,8A,7601,Cluster 34,38.86916842,-76.97735388
2025-11-02 03:53:12+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,1600 - 1779 BLOCK OF NEW YORK AVENUE NE,5,5D,8803,Cluster 23,38.91718837,-76.98007148
2025-11-17 20:32:41+00:00,EVENING,OTHERS,THEFT F/AUTO,2300 - 2399 BLOCK OF 18TH STREET NW,1,1C,4002,Cluster 1,38.92012523,-77.04185915
2025-11-17 22:34:23+00:00,EVENING,OTHERS,THEFT/OTHER,2223 - 2338 BLOCK OF 14TH STREET NE,5,5C,9102,Cluster 22,38.92051647,-76.98336822
2025-11-26 02:04:56+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,200 - 299 BLOCK OF FLORIDA AVENUE NE,5,5F,8702,Cluster 23,38.90808495,-77.00270251
2025-11-28 03:15:34+00:00,EVENING,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF PENNSYLVANIA AVENUE NW,2,2C,5801,Cluster 8,38.89303807,-77.02090434
2025-11-19 18:05:05+00:00,DAY,OTHERS,THEFT/OTHER,1 - 7 BLOCK OF DUPONT CIRCLE NW,2,2B,5502,Cluster 6,38.90936484,-77.04414667
2025-11-22 18:58:39+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,4600 - 4699 BLOCK OF QUARLES STREET NE,7,7C,9601,Cluster 31,38.91066816,-76.93437609
2025-11-26 03:06:32+00:00,EVENING,OTHERS,THEFT/OTHER,4920 - 4999 BLOCK OF NASH STREET NE,7,7C,7806,Cluster 31,38.90720579,-76.93015076
2025-11-22 22:55:30+00:00,EVENING,OTHERS,BURGLARY,1800 - 2299 BLOCK OF NEW YORK AVENUE NE,5,5C,11100,Cluster 22,38.91728642,-76.97511255
2025-11-25 00:18:51+00:00,EVENING,OTHERS,THEFT F/AUTO,9TH STREET NE AND I STREET NE,6,6A,8410,Cluster 25,38.90132423,-76.99375483
2025-11-01 03:09:08+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,422 - 499 BLOCK OF R STREET NW,2,2G,4801,Cluster 7,38.91260405,-77.01814409
2025-11-12 21:55:32+00:00,EVENING,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF P STREET NW,5,5E,4600,Cluster 21,38.90963853,-77.01060726
2025-11-16 13:19:46+00:00,DAY,OTHERS,THEFT F/AUTO,1400 - 1498 BLOCK OF OKIE STREET NE,5,5D,8803,Cluster 23,38.91475717,-76.98392764
2025-11-16 15:04:08+00:00,DAY,OTHERS,THEFT/OTHER,4800 - 4899 BLOCK OF MASSACHUSETTS AVENUE NW,3,3E,1003,Cluster 11,38.94512631,-77.09578162
2025-11-17 18:16:00+00:00,DAY,OTHERS,THEFT/OTHER,4100 - 4199 BLOCK OF GEORGIA AVENUE NW,4,4C,2503,Cluster 18,38.94134166,-77.02537835
2025-11-18 18:35:04+00:00,DAY,OTHERS,ROBBERY,2300 - 2699 BLOCK OF Q STREET NW,2,2E,101,Cluster 4,38.91060063,-77.05276524
2025-11-18 22:36:26+00:00,EVENING,OTHERS,THEFT F/AUTO,1800 - 1899 BLOCK OF I STREET NE,5,5D,8904,Cluster 23,38.90170081,-76.9768581
2025-11-22 20:41:18+00:00,EVENING,OTHERS,THEFT/OTHER,700 - 799 BLOCK OF I STREET SE,6,6B,7000,Cluster 26,38.87928344,-76.99557994
2025-11-15 01:57:10+00:00,EVENING,OTHERS,THEFT/OTHER,100 - 199 BLOCK OF NORTH CAROLINA AVENUE SE,6,6B,6500,Cluster 26,38.8839198,-77.00471395
2025-11-17 23:17:25+00:00,EVENING,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,1,1A,2802,Cluster 2,38.92951689,-77.03272986
2025-11-19 14:23:37+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,3100 - 3199 BLOCK OF EASTERN AVENUE NE,5,5C,9000,Cluster 24,38.93002445,-76.95683503
2025-11-24 16:00:58+00:00,DAY,OTHERS,THEFT/OTHER,3200 - 3265 BLOCK OF PROSPECT STREET NW,2,2E,202,Cluster 4,38.90600129,-77.06402364
2025-11-26 11:50:58+00:00,MIDNIGHT,OTHERS,ASSAULT W/DANGEROUS WEAPON,1400 - 1499 BLOCK OF 17TH STREET NW,2,2B,5303,Cluster 6,38.90916811,-77.0384917
2025-11-17 18:33:13+00:00,DAY,OTHERS,THEFT/OTHER,500 - 599 BLOCK OF 3RD STREET NE,6,6C,8301,Cluster 25,38.89672831,-77.00203682
2025-11-04 17:23:55+00:00,DAY,OTHERS,THEFT/OTHER,900 - 979 BLOCK OF 17TH STREET NE,5,5D,8904,Cluster 23,38.90137764,-76.97899292
2025-11-04 20:58:06+00:00,EVENING,GUN,SEX ABUSE,14TH STREET NW AND COLUMBIA ROAD NW,1,1A,3000,Cluster 2,38.92753836,-77.03251635
