X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
399489.600000001,137576.25,25179670,2025/11/27 00:03:30+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1200 - 1229 BLOCK OF 1ST STREET NE,399489.6,137576.25,6,6E,5,501,Cluster 25,010601 2,010601,Precinct 144,38.9060439932,-77.0058844882,NOMA,2025/11/26 22:00:00+00,2025/11/26 22:15:00+00,844536286,
398349.299999997,145263.199999999,25165862,2025/11/01 01:21:00+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,7000 - 7099 BLOCK OF BLAIR ROAD NW,398349.3,145263.2,4,4B,4,401,Cluster 17,001702 1,001702,Precinct 63,38.975288865,-77.0190496939,,2025/10/31 22:50:00+00,2025/10/31 23:44:00+00,844536472,
397103.43,143859.399999999,25165999,2025/11/01 04:17:23+00,MIDNIGHT,OTHERS,BURGLARY,5910 - 5999 BLOCK OF 14TH STREET NW,397103.43,143859.4,4,4A,4,402,Cluster 17,001803 2,001803,Precinct 60,38.9626398718,-77.0334215664,,2025/11/01 00:30:00+00,2025/11/01 02:30:00+00,844536473,
399283.189999998,134605.960000001,25166312,2025/11/01 22:53:58+00,EVENING,OTHERS,THEFT/OTHER,1 - 69 BLOCK OF I STREET SE,399283.19,134605.96,6,8F,1,106,Cluster 27,007202 2,007202,Precinct 131,38.8792863775,-77.0082611251,CAPITOL RIVERFRONT,2025/11/01 18:44:00+00,2025/11/01 18:45:00+00,844536474,
395499.25,139592.960000001,25166339,2025/11/01 20:14:52+00,EVENING,OTHERS,THEFT/OTHER,2600 - 2649 BLOCK OF CONNECTICUT AVENUE NW,395499.25,139592.96,3,3C,2,204,Cluster 15,000501 1,000501,Precinct 136,38.9241998122,-77.0519031245,,2025/11/01 18:38:00+00,2025/11/01 20:00:00+00,844536475,
400384.780000001,136927.940000001,25166687,2025/11/02 10:56:15+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,700 - 799 BLOCK OF H STREET NE,400384.78,136927.94,6,6A,1,104,Cluster 25,008302 2,008302,Precinct 83,38.9002038516,-76.9955641693,,2025/11/02 11:00:00+00,2025/11/02 11:15:00+00,844536476,
399591.799999997,135247.120000001,25167962,2025/11/05 01:01:57+00,EVENING,OTHERS,THEFT/OTHER,100 - 199 BLOCK OF D STREET SE,399591.8,135247.12,6,6B,1,106,Cluster 26,006500 2,006500,Precinct 130,38.8850623922,-77.0047048231,CAPITOL HILL,2025/11/03 20:30:00+00,2025/11/04 20:48:00+00,844536477,
404084.549999997,139109.41,25168185,2025/11/05 03:56:56+00,EVENING,KNIFE,ROBBERY,2400 - 2499 BLOCK OF MARKET STREET NE,404084.55,139109.41,5,5C,5,503,Cluster 24,009000 3,009000,Precinct 139,38.9198458716,-76.9528994141,,2025/11/05 02:03:00+00,2025/11/05 02:07:00+00,844536483,
399411.155299999,129279.095199998,25168811,2025/11/06 08:27:19+00,MIDNIGHT,KNIFE,ASSAULT W/DANGEROUS WEAPON,10 - 99 BLOCK OF ATLANTIC STREET SE,399411.155261407,129279.095189402,8,8D,7,707,Cluster 39,009803 2,009803,Precinct 124,38.8312997967,-77.0067817844,,2025/11/06 07:03:00+00,2025/11/06 08:03:00+00,844536484,
398816.759999998,136026.52,25169290,2025/11/07 03:10:57+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,CONSTITUTION AVENUE NW AND 2ND STREET NW,398816.75999686,136026.51999566,6,6C,1,102,Cluster 45,980000 1,980000,Precinct 129,38.8920828195,-77.0136391052,CAPITOL HILL,2025/11/05 04:50:00+00,2025/11/07 03:03:00+00,844536485,
399021.789999999,143925.489999998,25170148,2025/11/08 17:05:29+00,DAY,OTHERS,THEFT/OTHER,6000 - 6099 BLOCK OF BLAIR ROAD NW,399021.79,143925.49,4,4B,4,406,Cluster 17,001902 2,001902,Precinct 64,38.9632394589,-77.0112869997,,2025/10/25 23:53:00+00,2025/10/26 00:00:00+00,844536486,
397227.549999997,136991.41,25170793,2025/11/09 22:57:36+00,EVENING,OTHERS,THEFT/OTHER,800 - 899 BLOCK OF 14TH STREET NW,397227.55,136991.41,2,2C,2,209,Cluster 8,010100 3,010100,Precinct 129,38.9007713242,-77.0319616845,DOWNTOWN,2025/11/09 21:20:00+00,2025/11/09 21:25:00+00,844536487,
399759.640000001,130493.43,25170924,2025/11/10 04:11:43+00,MIDNIGHT,OTHERS,ROBBERY,3300 - 3399 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,399759.64,130493.43,8,8C,7,707,Cluster 39,009804 2,009804,Precinct 122,38.8422392414,-77.0027686746,,2025/11/10 02:16:00+00,2025/11/10 03:56:00+00,844536488,
398878.600000001,133801.149999999,25171584,2025/11/11 19:01:45+00,DAY,OTHERS,THEFT F/AUTO,100 - 199 BLOCK OF P STREET SW,398878.6,133801.15,6,6D,1,105,Cluster 9,006400 2,006400,Precinct 127,38.8720359068,-77.0129226497,,2025/11/07 21:00:00+00,2025/11/09 21:30:00+00,844537095,
398186.039999999,137185.329999998,25171794,2025/11/12 17:11:55+00,DAY,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF K STREET NW,398186.04,137185.33,6,6E,1,101,Cluster 8,004703 2,004703,Precinct 18,38.902520725,-77.0209124198,MOUNT VERNON TRIANGLE CID,2025/11/11 23:12:00+00,2025/11/11 23:37:00+00,844537096,
397174.109999999,140033.109999999,25171889,2025/11/12 03:00:12+00,EVENING,GUN,ASSAULT W/DANGEROUS WEAPON,3000 - 3099 BLOCK OF 14TH STREET NW,397174.11,140033.11,1,1A,3,302,Cluster 2,003000 2,003000,Precinct 39,38.928171804,-77.0325902763,,2025/11/12 02:54:00+00,2025/11/12 03:00:00+00,844537097,
395160.859999999,137627.329999998,25172233,2025/11/12 22:16:21+00,EVENING,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF 27TH STREET NW,395160.86,137627.33,2,2E,2,206,Cluster 4,000101 1,000101,Precinct 5,38.9064909669,-77.0557916192,,2025/11/08 20:50:00+00,2025/11/09 00:00:00+00,844537098,
406143.420000002,134839.57,25172603,2025/11/13 17:24:31+00,DAY,OTHERS,BURGLARY,500 - 599 BLOCK OF 51ST STREET SE,406143.42,134839.57,7,7E,6,604,Cluster 33,009905 3,009905,Precinct 104,38.8813696576,-76.9291959542,,2025/11/13 13:36:00+00,2025/11/13 14:45:00+00,844537099,
393473.229999997,144062.600000001,25172768,2025/11/13 20:19:34+00,EVENING,OTHERS,THEFT F/AUTO,5523 - 5599 BLOCK OF CONNECTICUT AVENUE NW,393473.23,144062.6,3,3/4G,2,201,Cluster 10,001401 2,001401,Precinct 50,38.9644508729,-77.0753099146,,2025/11/13 11:00:00+00,2025/11/13 15:32:00+00,844537100,
400492.0,137406.629999999,25173178,2025/11/14 16:26:04+00,DAY,OTHERS,THEFT/OTHER,800 - 899 BLOCK OF FLORIDA AVENUE NE,400492,137406.63,6,6A,5,501,Cluster 25,010602 1,010602,Precinct 83,38.9045160074,-76.99432777,,2025/11/11 06:40:00+00,2025/11/13 17:20:00+00,844537101,
402744.665700004,133657.8609,25173744,2025/11/15 14:49:10+00,DAY,OTHERS,MOTOR VEHICLE THEFT,2700 - 2799 BLOCK OF Q STREET SE,402744.6656645,133657.860921465,7,7B,6,607,Cluster 34,007604 1,007604,Precinct 111,38.8707415328,-76.9683719368,,2025/11/12 09:00:00+00,2025/11/15 14:42:00+00,844537102,
405791.420000002,136876.77,25173814,2025/11/15 18:04:02+00,DAY,OTHERS,THEFT/OTHER,4800 - 4825 BLOCK OF HAYES STREET NE,405791.42,136876.77,7,7C,6,602,Cluster 31,007809 2,007809,Precinct 94,38.8997239003,-76.9332356459,,2025/11/15 17:31:00+00,,844537103,
402106.875200003,131413.3796,25174427,2025/11/17 02:24:14+00,EVENING,GUN,ROBBERY,1839 - 2033 BLOCK OF ALABAMA AVENUE SE,402106.875199908,131413.379607382,8,8C,7,704,Cluster 38,007403 1,007403,Precinct 116,38.8505240629,-76.9757283703,,2025/11/16 22:09:00+00,2025/11/17 00:47:00+00,844537104,
394449.149999999,137479.059999999,25174866,2025/11/18 02:18:36+00,EVENING,OTHERS,THEFT/OTHER,3200 - 3275 BLOCK OF M STREET NW,394449.15,137479.06,2,2E,2,206,Cluster 4,000202 4,000202,Precinct 6,38.9051510928,-77.0639958956,GEORGETOWN,2025/11/17 18:36:00+00,2025/11/17 21:14:00+00,844537105,
400233.789999999,136927.879999999,25177090,2025/11/21 23:29:17+00,EVENING,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF H STREET NE,400233.79,136927.88,6,6C,1,104,Cluster 25,010602 2,010602,Precinct 83,38.9002033642,-76.9973048161,,2025/11/20 19:40:00+00,2025/11/20 20:40:00+00,844537106,
400846.149999999,137116.190000001,25177398,2025/11/22 14:16:42+00,DAY,OTHERS,THEFT F/AUTO,900 - 999 BLOCK OF 12TH STREET NE,400846.15,137116.19,6,6A,1,104,Cluster 25,008410 1,008410,Precinct 82,38.9018993517,-76.9902451599,,2025/11/22 06:00:00+00,2025/11/22 14:08:00+00,844537107,
405985.130000003,136494.390000001,25177409,2025/11/22 15:03:31+00,DAY,OTHERS,THEFT F/AUTO,4915 - 4999 BLOCK OF FITCH PLACE NE,405985.13,136494.39,7,7C,6,602,Cluster 31,007804 2,007804,Precinct 97,38.8962779864,-76.9310058605,,2025/11/22 07:15:00+00,2025/11/22 13:30:00+00,844537108,
399027.369999997,137425.390000001,25177598,2025/11/23 19:18:14+00,DAY,OTHERS,ROBBERY,1 - 99 BLOCK OF BANNER LANE NW,399027.37,137425.39,6,6E,1,102,Cluster 8,004704 1,004704,Precinct 1,38.9046846037,-77.0112134026,,2025/11/22 21:47:00+00,2025/11/23 00:11:00+00,844537109,
401360.049999997,136473.41,25424784,2025/11/17 18:03:35+00,DAY,OTHERS,THEFT/OTHER,1406 - 1499 BLOCK OF E STREET NE,401360.05,136473.41,6,6A,1,104,Cluster 25,008001 2,008001,Precinct 81,38.8961083132,-76.9843219366,,2025/11/03 09:30:00+00,2025/11/03 09:30:00+00,844537115,
396839.770000003,140889.359999999,25424818,2025/11/17 19:03:32+00,DAY,OTHERS,THEFT/OTHER,3517 - 3648 BLOCK OF 16TH STREET NW,396839.77,140889.36,1,1D,3,302,Cluster 2,002704 2,002704,Precinct 40,38.9358840261,-77.0364500776,,2025/10/14 12:49:00+00,2025/10/14 12:49:00+00,844537116,
397081.960000001,136849.670000002,25424870,2025/11/17 20:05:14+00,EVENING,OTHERS,THEFT/OTHER,718 - 799 BLOCK OF 15TH STREET NW,397081.96,136849.67,2,2A,2,207,Cluster 8,010100 3,010100,Precinct 17,38.8994940083,-77.03363949,DOWNTOWN,2025/11/06 14:00:00+00,2025/11/06 22:30:00+00,844537117,
399420.350000001,141808.260000002,25172028,2025/11/12 14:06:24+00,DAY,OTHERS,MOTOR VEHICLE THEFT,4400 - 4499 BLOCK OF 1ST PLACE NE,399420.35,141808.26,5,5A,4,405,Cluster 19,009510 2,009510,Precinct 44,38.9441672375,-77.006686457,,2025/11/12 13:12:00+00,2025/11/12 14:09:00+00,844619034,
401901.490000002,133068.07,25172185,2025/11/12 19:10:06+00,DAY,OTHERS,THEFT/OTHER,1800 - 1932 BLOCK OF MARION BARRY AVENUE SE,401901.49,133068.07,8,8A,7,701,Cluster 28,007504 2,007504,Precinct 114,38.8654306827,-76.9780898742,,2025/11/12 17:45:00+00,2025/11/12 19:10:00+00,844619035,
393843.899999999,137761.300000001,25173347,2025/11/14 22:45:15+00,EVENING,OTHERS,THEFT/OTHER,3600 - 3699 BLOCK OF O STREET NW,393843.9,137761.3,2,2E,2,206,Cluster 4,000201 2,000201,Precinct 6,38.9076895776,-77.070976366,,2025/11/14 20:21:00+00,2025/11/14 21:56:00+00,844619036,
401211.600000001,138483.239999998,25173546,2025/11/15 08:43:08+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF OKIE STREET NE,401211.6,138483.24,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.9142137824,-76.9860296578,,2025/11/15 04:15:00+00,2025/11/15 04:43:00+00,844619037,
397832.780000001,137001.859999999,25173837,2025/11/15 20:30:59+00,EVENING,OTHERS,THEFT/OTHER,900 - 999 BLOCK OF I STREET NW,397832.78,137001.86,2,2C,2,209,Cluster 8,005802 5,005802,Precinct 129,38.900867162,-77.0249844341,DOWNTOWN,2025/11/15 18:18:00+00,2025/11/15 18:20:00+00,844619038,
396614.759999998,139560.809999999,25174451,2025/11/17 01:28:32+00,EVENING,OTHERS,THEFT/OTHER,2500 - 2589 BLOCK OF 17TH STREET NW,396614.76,139560.81,1,1C,3,303,Cluster 1,003802 2,003802,Precinct 35,38.9239152001,-77.0390387886,,2025/11/15 11:00:00+00,2025/11/15 12:30:00+00,844619039,
394592.969999999,137753.309999999,25175811,2025/11/19 20:12:46+00,EVENING,OTHERS,THEFT F/AUTO,3100 - 3199 BLOCK OF DUMBARTON STREET NW,394592.97,137753.31,2,2E,2,206,Cluster 4,000102 3,000102,Precinct 5,38.9076225282,-77.0623399508,,2025/11/19 17:30:00+00,2025/11/19 18:30:00+00,844619040,
398171.130000003,143167.789999999,25176212,2025/11/20 17:05:46+00,DAY,OTHERS,THEFT F/AUTO,500 - 699 BLOCK OF KENNEDY STREET NW,398171.13,143167.79,4,4D,4,403,Cluster 18,002101 2,002101,Precinct 56,38.9564125433,-77.0211002527,,2025/11/16 01:00:00+00,2025/11/16 18:15:00+00,844619041,
400846.329999998,137020.809999999,25176624,2025/11/21 04:52:24+00,MIDNIGHT,OTHERS,THEFT F/AUTO,818 - 899 BLOCK OF 12TH STREET NE,400846.33,137020.81,6,6A,1,104,Cluster 25,008410 1,008410,Precinct 82,38.9010401346,-76.9902432023,,2025/11/21 03:50:00+00,2025/11/21 04:50:00+00,844619042,
398469.82,134448.469999999,25176734,2025/11/21 14:36:15+00,DAY,KNIFE,THEFT/OTHER,900 - 1199 BLOCK OF 4TH STREET SW,398469.82,134448.47,6,6D,1,105,Cluster 9,010201 2,010201,Precinct 128,38.8778666066,-77.0176347386,SOUTHWEST,2025/11/21 13:06:00+00,2025/11/21 14:00:00+00,844619043,
400734.409999996,136062.23,25176800,2025/11/21 18:34:57+00,DAY,OTHERS,THEFT F/AUTO,200 - 225 BLOCK OF 11TH STREET NE,400734.41,136062.23,6,6A,1,108,Cluster 25,008100 2,008100,Precinct 85,38.8924049979,-76.9915344812,,2025/11/20 18:00:00+00,2025/11/20 19:00:00+00,844619044,
397588.100000001,141553.59,25177596,2025/11/22 23:07:01+00,EVENING,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF UPSHUR STREET NW,397588.1,141553.59,4,4C,4,404,Cluster 18,002503 1,002503,Precinct 47,38.9418699776,-77.0278211785,,2025/11/22 22:13:00+00,2025/11/22 22:56:00+00,844619045,
397654.079999998,144888.649999999,25177698,2025/11/23 04:08:56+00,MIDNIGHT,OTHERS,SEX ABUSE,6658 - 6799 BLOCK OF GEORGIA AVENUE NW,397654.08,144888.65,4,4B,4,401,Cluster 17,010300 1,010300,Precinct 63,38.9719132497,-77.0270715098,,2025/11/22 23:31:00+00,2025/11/23 02:53:00+00,844619046,
405926.927000001,137503.399700001,25178047,2025/11/24 03:06:27+00,EVENING,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF 49TH STREET NE,405926.927011453,137503.399709034,7,7C,6,602,Cluster 31,007806 2,007806,Precinct 93,38.905367898,-76.9316680942,,2025/11/23 20:16:00+00,2025/11/23 21:10:00+00,844619047,
400186.171300001,134410.486000001,25178318,2025/11/24 11:31:24+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,500 - 699 BLOCK OF L STREET SE,400186.171326126,134410.486010164,8,8F,1,106,Cluster 27,007203 2,007203,Precinct 131,38.8775257435,-76.997854457,CAPITOL RIVERFRONT,2025/11/23 22:30:00+00,2025/11/24 11:30:00+00,844619048,
394437.039999999,137667.079999998,25178653,2025/11/25 00:03:45+00,EVENING,OTHERS,THEFT F/AUTO,3200 - 3256 BLOCK OF N STREET NW,394437.04,137667.08,2,2E,2,206,Cluster 4,000202 3,000202,Precinct 6,38.9068447656,-77.064137035,,2025/11/24 01:00:00+00,2025/11/24 02:30:00+00,844619049,
396578.229999997,136991.949999999,25179589,2025/11/27 05:00:00+00,MIDNIGHT,GUN,HOMICIDE,800 - 899 BLOCK OF 17TH STREET NW,396578.23,136991.95,2,2C,2,207,Cluster 6,010700 1,010700,Precinct 17,38.9007739009,-77.0394472536,GOLDEN TRIANGLE,2025/11/26 19:13:00+00,,844619050,
399283.189999998,134605.960000001,25179634,2025/11/26 22:29:46+00,EVENING,OTHERS,THEFT/OTHER,1 - 69 BLOCK OF I STREET SE,399283.19,134605.96,6,8F,1,106,Cluster 27,007202 2,007202,Precinct 131,38.8792863775,-77.0082611251,CAPITOL RIVERFRONT,2025/11/26 21:14:00+00,2025/11/26 21:20:00+00,844619051,
396746.969999999,137976.41,25179645,2025/11/26 22:57:18+00,EVENING,OTHERS,THEFT/OTHER,1600 - 1699 BLOCK OF P STREET NW,396746.97,137976.41,2,2B,2,208,Cluster 6,005303 2,005303,Precinct 15,38.9096429011,-77.0375066283,,2025/11/26 21:24:00+00,2025/11/26 22:47:00+00,844619052,
399950.539999999,139686.149999999,25165514,2025/10/31 14:03:46+00,DAY,GUN,ROBBERY,2700 - 2799 BLOCK OF 4TH STREET NE,399950.54,139686.15,5,5F,5,502,Cluster 21,009204 1,009204,Precinct 74,38.9250508219,-77.0005703847,,2025/10/31 12:00:00+00,2025/10/31 12:24:00+00,844619252,
401004.766800001,131818.155200001,25166730,2025/11/02 13:58:33+00,DAY,OTHERS,MOTOR VEHICLE THEFT,2400 - 2599 BLOCK OF ELVANS ROAD SE,401004.766846885,131818.155159758,8,8B,7,703,Cluster 37,007406 2,007406,Precinct 118,38.8541724053,-76.9884242906,,2025/11/02 04:00:00+00,2025/11/06 21:26:00+00,844619253,
396275.560000002,139402.920000002,25167263,2025/11/03 16:21:47+00,DAY,OTHERS,THEFT/OTHER,1800 - 1810 BLOCK OF COLUMBIA ROAD NW,396275.56,139402.92,1,1C,3,303,Cluster 1,004001 1,004001,Precinct 25,38.9224915044,-77.042949606,ADAMS MORGAN,2025/11/03 15:53:00+00,2025/11/03 16:00:00+00,844619254,
395489.969999999,139730.940000001,25170406,2025/11/09 09:59:58+00,MIDNIGHT,OTHERS,THEFT F/AUTO,2520 - 2599 BLOCK OF WOODLEY ROAD NW,395489.97,139730.94,3,3C,2,204,Cluster 15,000501 1,000501,Precinct 136,38.925442732,-77.052011049,,2025/11/09 03:36:00+00,2025/11/09 04:04:00+00,844619255,
398878.100000001,132978.173099998,25170659,2025/11/09 18:17:45+00,DAY,OTHERS,MOTOR VEHICLE THEFT,100 - 231 BLOCK OF V STREET SW,398878.100028912,132978.173112834,6,6D,1,105,Cluster 9,006400 2,006400,Precinct 127,38.8646221945,-77.0129270682,CAPITOL RIVERFRONT,2025/11/09 17:07:00+00,2025/11/09 18:00:00+00,844619256,
395213.369999997,137947.359999999,25171146,2025/11/10 16:58:12+00,DAY,OTHERS,THEFT/OTHER,2600 - 2699 BLOCK OF P STREET NW,395213.37,137947.36,2,2E,2,206,Cluster 4,000101 1,000101,Precinct 5,38.9093741947,-77.0551884494,,2025/11/10 15:30:00+00,2025/11/10 16:30:00+00,844619257,
402817.799999997,132471.609999999,25173817,2025/11/16 14:24:43+00,DAY,OTHERS,THEFT/OTHER,2721 - 2899 BLOCK OF MARION BARRY AVENUE SE,402817.8,132471.61,7,7B,6,606,Cluster 35,007604 3,007604,Precinct 113,38.8600550644,-76.9675340373,,2025/11/15 17:53:00+00,2025/11/15 18:21:00+00,844619258,
397603.020000003,142843.920000002,25173862,2025/11/15 20:26:36+00,EVENING,OTHERS,THEFT/OTHER,5200 - 5299 BLOCK OF GEORGIA AVENUE NW,397603.02,142843.92,4,4D,4,403,Cluster 18,002101 4,002101,Precinct 56,38.9534936698,-77.0276535855,,2025/11/15 19:12:00+00,2025/11/15 20:00:00+00,844619259,
394312.25,138199.350000001,25174360,2025/11/16 21:17:31+00,EVENING,OTHERS,THEFT/OTHER,1600 - 1677 BLOCK OF WISCONSIN AVENUE NW,394312.25,138199.35,2,2E,2,206,Cluster 4,000102 1,000102,Precinct 5,38.9116388366,-77.0655801844,GEORGETOWN,2025/11/16 20:25:00+00,2025/11/16 20:35:00+00,844619260,
400686.539999999,136927.59,25174790,2025/11/17 18:52:47+00,DAY,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF H STREET NE,400686.54,136927.59,6,6A,1,104,Cluster 25,008402 2,008402,Precinct 82,38.9002005148,-76.9920854122,,2025/11/17 02:00:00+00,2025/11/17 02:01:00+00,844619261,
406370.0,136724.52,25175067,2025/11/18 05:05:26+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,5100 - 5199 BLOCK OF NANNIE HELEN BURROUGHS AVENUE NE,406370,136724.52,7,7C,6,602,Cluster 31,007804 2,007804,Precinct 97,38.8983483756,-76.9265671039,,2025/11/18 04:24:00+00,2025/11/18 04:50:00+00,844619262,
397154.890000001,136928.190000001,25175512,2025/11/19 02:07:43+00,EVENING,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF H STREET NW,397154.89,136928.19,2,2C,2,207,Cluster 8,010100 3,010100,Precinct 129,38.9002015837,-77.0327990701,DOWNTOWN,2025/11/19 01:40:00+00,,844619263,
398758.710000001,145213.059999999,25175982,2025/11/20 02:23:15+00,EVENING,OTHERS,THEFT/OTHER,100 - 199 BLOCK OF CARROLL STREET NW,398758.71,145213.06,4,4B,4,401,Cluster 17,001702 2,001702,Precinct 63,38.9748378665,-77.014324859,,2025/11/19 23:52:00+00,2025/11/20 00:23:00+00,844619264,
394020.93,143068.219999999,25176719,2025/11/21 12:51:33+00,DAY,OTHERS,THEFT F/AUTO,36TH STREET NW AND GARRISON STREET NW,394020.9300084,143068.2200022,3,3F,2,203,Cluster 10,001301 2,001301,Precinct 138,38.9554971446,-77.0689815452,,2025/11/20 22:15:00+00,2025/11/21 00:15:00+00,844619265,
398099.079999998,137450.09,25178046,2025/11/23 23:14:41+00,EVENING,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF 7TH STREET NW,398099.08,137450.09,2,2G,3,308,Cluster 8,004802 2,004802,Precinct 18,38.9049055925,-77.0219156797,,2025/11/23 20:29:00+00,,844619629,
400436.0625,135043.815099999,25178219,2025/11/24 03:46:15+00,EVENING,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF 8TH STREET SE,400436.062494358,135043.815098751,6,6B,1,106,Cluster 26,007000 2,007000,Precinct 90,38.8832309303,-76.9949741689,CAPITOL HILL,2025/11/24 02:19:00+00,2025/11/24 03:18:00+00,844619630,
398126.649999999,145234.140000001,25178589,2025/11/24 22:40:01+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,7000 - 7002 BLOCK OF PINEY BRANCH ROAD NW,398126.65,145234.14,4,4B,4,401,Cluster 17,010300 3,010300,Precinct 63,38.9750266391,-77.0216190784,,2025/11/24 21:42:00+00,2025/11/24 22:42:00+00,844619631,
399351.719999999,137531.68,25179192,2025/11/25 22:45:30+00,EVENING,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF M STREET NE,399351.72,137531.68,6,6E,5,501,Cluster 25,010601 1,010601,Precinct 144,38.9056424003,-77.007474088,NOMA,2025/10/31 21:23:00+00,,844619632,
399743.68,134352.739999998,25179228,2025/11/26 01:32:05+00,EVENING,OTHERS,SEX ABUSE,1100 - 1199 BLOCK OF 2ND PLACE SE,399743.68,134352.74,8,8F,1,106,Cluster 27,007203 1,007203,Precinct 131,38.877005527,-77.0029539542,CAPITOL RIVERFRONT,2025/11/25 20:53:00+00,2025/11/26 01:16:00+00,844619633,
398900.390000001,135211.350000001,25179507,2025/11/26 18:11:24+00,DAY,GUN,ASSAULT W/DANGEROUS WEAPON,INTERSTATE 395 SOUTHBOUND AND RAMP TO INTERSTATE 395 NORTHBOUND,398900.39,135211.35,6,6D,1,103,Cluster 9,010500 4,010500,Precinct 128,38.8847395695,-77.0126738049,SOUTHWEST,2025/11/26 16:25:00+00,2025/11/26 16:30:00+00,844619634,
395857.340000004,136612.690000001,25180220,2025/11/28 15:02:10+00,DAY,OTHERS,THEFT/OTHER,2100 - 2199 BLOCK OF F STREET NW,395857.34,136612.69,2,2A,2,207,Cluster 5,010800 3,010800,Precinct 2,38.897354289,-77.0477556143,,2025/11/28 12:36:00+00,2025/11/28 14:01:00+00,844619635,
396561.520000003,139643.100000001,25180382,2025/11/29 02:02:49+00,EVENING,OTHERS,THEFT/OTHER,1700 - 1733 BLOCK OF COLUMBIA ROAD NW,396561.52,139643.1,1,1C,3,303,Cluster 1,003802 2,003802,Precinct 35,38.9246562879,-77.0396531676,ADAMS MORGAN,2025/11/28 21:13:00+00,2025/11/28 22:21:00+00,844619636,
400096.829999998,137623.289999999,25165549,2025/10/31 16:47:59+00,DAY,OTHERS,THEFT F/AUTO,500 - 599 BLOCK OF FLORIDA AVENUE NE,400096.83,137623.29,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,38.9064678888,-76.9988836239,,2025/10/21 15:35:00+00,2025/10/21 15:45:00+00,844620091,
398101.219999999,138793.82,25166021,2025/11/01 04:53:36+00,MIDNIGHT,KNIFE,ASSAULT W/DANGEROUS WEAPON,2000 - 2099 BLOCK OF GEORGIA AVENUE NW,398101.22,138793.82,1,1B,3,306,Cluster 3,003400 2,003400,Precinct 37,38.9170103743,-77.0218947232,,2025/11/01 03:25:00+00,2025/11/01 04:21:00+00,844620455,
394449.149999999,137479.059999999,25166223,2025/11/01 15:42:43+00,DAY,OTHERS,THEFT/OTHER,3200 - 3275 BLOCK OF M STREET NW,394449.15,137479.06,2,2E,2,206,Cluster 4,000202 3,000202,Precinct 6,38.9051510928,-77.0639958956,GEORGETOWN,2025/10/31 19:40:00+00,2025/10/31 19:40:00+00,844620456,
397867.93,140010.199999999,25166697,2025/11/03 14:30:23+00,DAY,OTHERS,THEFT F/AUTO,700 - 899 BLOCK OF COLUMBIA ROAD NW,397867.93,140010.2,1,1E,3,304,Cluster 2,003100 1,003100,Precinct 37,38.927967381,-77.0245885546,,2025/11/02 11:00:00+00,2025/11/02 12:16:00+00,844620457,
394450.619999997,137863.91,25166731,2025/11/02 13:50:59+00,DAY,OTHERS,THEFT/OTHER,1401 - 1498 BLOCK OF WISCONSIN AVENUE NW,394450.62,137863.91,2,2E,2,206,Cluster 4,000102 2,000102,Precinct 5,38.9086179637,-77.0639820577,GEORGETOWN,2025/11/02 13:35:00+00,2025/11/02 13:51:00+00,844620458,
401999.530000001,136598.350000001,25167649,2025/11/04 04:02:57+00,MIDNIGHT,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF 19TH STREET NE,401999.53,136598.35,7,7D,5,507,Cluster 25,007901 1,007901,Precinct 81,38.8972325962,-76.9769499265,,2025/11/03 04:00:00+00,2025/11/04 04:00:00+00,844620459,
402068.979999997,133380.16,25167954,2025/11/04 21:27:30+00,EVENING,OTHERS,THEFT F/AUTO,1900 - 2099 BLOCK OF S STREET SE,402068.98,133380.16,8,8A,6,607,Cluster 34,007601 3,007601,Precinct 133,38.8682417394,-76.9761590133,,2025/11/04 19:49:00+00,2025/11/04 20:40:00+00,844620460,
